neighbourhood.group,id,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
Queens,19901594,294,59,1,20,1.88,3,9,343
Manhattan,19902147,224,45,3,11,4.78,2,3,84
Manhattan,19903804,499,100,2,2,0.18,5,1,11
Brooklyn,19904356,853,171,2,3,0.28,4,6,286
Brooklyn,19904908,973,195,2,4,0.37,2,6,260
Brooklyn,19905460,1008,202,2,36,3.26,5,1,322
Brooklyn,19906565,1081,216,3,6,0.55,3,1,0
Manhattan,19907117,424,85,2,19,1.71,4,1,0
Brooklyn,19909327,682,136,2,41,3.69,3,4,334
Brooklyn,19910983,662,132,1,3,0.63,2,1,0
Manhattan,19911536,253,51,2,11,1.04,3,1,2
Brooklyn,19912088,657,131,6,2,0.18,2,1,0
Manhattan,19912640,637,127,1,27,2.41,2,2,180
Manhattan,19913193,208,42,2,5,3,2,3,93
Brooklyn,19913745,1011,202,1,2,0.17,3,1,0
Brooklyn,19914297,881,176,2,17,2.34,5,1,0
Brooklyn,19914850,202,40,3,1,0.09,4,1,0
Manhattan,19915402,469,94,1,2,0.23,5,7,0
Brooklyn,19915954,1103,221,3,10,0.91,3,3,123
Brooklyn,19916506,59,12,2,5,0.48,4,1,2
Manhattan,19917059,459,92,3,16,1.42,5,1,0
Brooklyn,19917611,503,101,4,1,0.16,4,1,0
Brooklyn,19918163,613,123,1,11,2.29,2,5,309
Manhattan,19918716,853,171,1,54,4.82,5,8,2
Brooklyn,19919268,1086,217,4,27,2.39,4,2,29
Manhattan,19919820,656,131,3,1,0.27,4,1,0
Manhattan,19920373,454,91,2,1,1,4,1,77
Brooklyn,19920925,400,80,2,1,0.09,2,1,0
Brooklyn,19921477,92,18,2,44,4.11,2,1,7
Manhattan,19922029,1181,236,1,24,2.06,2,1,314
Manhattan,19922582,430,86,1,11,0.96,5,1,30
Brooklyn,19923134,422,84,4,2,0.2,5,1,32
Manhattan,19923686,820,164,5,2,0.17,2,1,0
Manhattan,19924239,418,84,3,6,0.57,5,1,5
Brooklyn,19924791,178,36,5,6,0.55,5,1,28
Manhattan,19925343,117,23,7,16,1.72,5,1,135
Manhattan,19925896,148,30,2,17,1.54,2,2,0
Queens,19926448,400,80,3,19,1.67,4,2,0
Staten Island,19927552,891,178,2,1,0.31,2,1,350
Brooklyn,19928105,999,200,2,26,2.5,3,3,80
Manhattan,19928657,543,109,2,58,5.67,4,1,110
Brooklyn,19929209,1164,233,2,28,2.43,3,5,359
Brooklyn,19929762,1134,227,2,30,2.71,2,5,361
Manhattan,19930314,204,41,2,22,2.06,2,1,155
Queens,19930866,522,104,3,21,2.09,4,1,152
Queens,19931971,760,152,1,1,0.09,4,1,0
Manhattan,19932523,578,116,30,2,0.27,5,1,215
Manhattan,19933075,1081,216,1,14,1.25,4,1,0
Manhattan,19933628,214,43,5,5,0.45,3,1,0
Brooklyn,19934180,321,64,3,1,0.09,4,1,179
Brooklyn,19934732,752,150,2,21,2.96,4,1,13
Brooklyn,19935285,131,26,7,1,0.11,3,1,0
Manhattan,19935837,1030,206,7,10,0.86,2,2,11
Brooklyn,19936389,428,86,5,5,0.48,2,1,0
Brooklyn,19936942,1175,235,1,1,0.14,5,2,269
Brooklyn,19937494,745,149,2,10,1.21,3,6,249
Brooklyn,19938046,804,161,1,1,0.09,5,1,363
Bronx,19938598,764,153,2,1,0.09,5,3,0
Brooklyn,19939151,681,136,1,1,0.13,2,14,53
Staten Island,19939703,1064,213,3,42,3.8,3,1,115
Brooklyn,19940255,443,89,1,1,0.12,3,14,53
Brooklyn,19940808,869,174,30,1,0.43,5,5,140
Manhattan,19941360,480,96,2,20,1.74,5,1,357
Brooklyn,19941912,804,161,2,12,1.19,2,1,0
Brooklyn,19942465,658,132,5,29,2.58,2,2,58
Brooklyn,19943017,601,120,3,25,2.26,2,2,108
Brooklyn,19946883,1020,204,3,6,0.61,3,1,282
Brooklyn,19949644,1085,217,1,27,2.47,5,1,146
Manhattan,19950197,781,156,7,1,0.41,2,47,338
Brooklyn,19950749,722,144,2,20,1.9,5,2,345
Manhattan,19951854,315,63,2,42,4.08,4,2,257
Manhattan,19952406,268,54,6,48,4.21,2,1,15
Brooklyn,19952958,1154,231,2,21,2.04,4,4,334
Manhattan,19953511,1021,204,31,1,0.1,5,1,1
Queens,19954063,333,67,2,7,0.61,4,1,252
Queens,19954615,439,88,2,47,4.18,5,1,315
Manhattan,19955167,939,188,2,5,0.55,4,1,0
Brooklyn,19956272,830,166,2,25,2.52,4,4,347
Bronx,19956824,1199,240,30,7,0.69,3,2,188
Manhattan,19957377,512,102,1,1,0.11,5,2,364
Brooklyn,19957929,810,162,2,17,1.65,2,4,350
Brooklyn,19958481,90,18,2,18,1.6,4,4,359
Manhattan,19959034,542,108,1,42,3.73,3,1,8
Manhattan,19959586,855,171,1,16,1.41,5,1,2
Brooklyn,19960138,449,90,2,12,1.07,2,1,26
Manhattan,19960690,552,110,1,2,0.31,3,1,171
Brooklyn,19961243,393,79,3,38,3.34,2,1,314
Manhattan,19961795,816,163,1,12,1.04,5,2,357
Staten Island,19962347,612,122,2,65,6.13,5,2,293
Brooklyn,19962900,899,180,1,53,4.68,4,1,306
Manhattan,19963452,378,76,3,8,1.21,3,49,204
Manhattan,19964004,733,147,3,3,0.5,5,49,204
Manhattan,19964557,947,189,3,1,0.3,5,49,204
Manhattan,19965109,953,191,3,4,0.82,5,49,204
Manhattan,19965661,540,108,3,5,0.48,5,49,204
Manhattan,19966213,986,197,3,3,0.46,4,49,164
Manhattan,19966766,549,110,3,8,1.18,4,49,204
Manhattan,19967318,795,159,3,19,2.45,5,49,204
Manhattan,19967870,794,159,3,5,0.74,2,49,206
Manhattan,19968423,489,98,3,2,0.42,5,49,216
Manhattan,19968975,497,99,3,1,0.21,2,49,200
Manhattan,19969527,848,170,3,8,1.02,5,49,188
Manhattan,19970080,231,46,3,1,0.21,4,49,222
Manhattan,19971184,979,196,3,4,0.36,3,49,249
Manhattan,19971736,1162,232,3,2,0.4,2,49,235
Manhattan,19972289,908,182,3,5,1.17,4,49,230
Manhattan,19972841,316,63,3,9,1.09,2,49,190
Manhattan,19973393,1196,239,3,7,1.27,2,49,176
Manhattan,19973946,390,78,3,3,0.33,2,49,196
Manhattan,19974498,1077,215,3,3,0.44,3,49,153
Manhattan,19975050,660,132,3,2,0.71,5,49,224
Queens,19975603,342,68,1,39,3.38,2,4,353
Brooklyn,19976155,97,19,1,13,1.13,3,1,301
Brooklyn,19976707,230,46,2,29,2.54,4,2,330
Brooklyn,19977259,445,89,2,28,2.61,3,3,365
Queens,19977812,1081,216,1,41,3.66,2,4,349
Manhattan,19978364,997,199,2,3,0.27,2,1,0
Brooklyn,19978916,744,149,2,24,2.22,2,2,360
Manhattan,19979469,682,136,30,3,0.3,3,2,34
Queens,19980021,137,27,1,32,2.83,4,4,355
Queens,19980573,835,167,2,27,2.34,4,2,79
Brooklyn,19981126,833,167,2,14,1.48,3,2,180
Queens,19983335,551,110,2,3,0.27,4,1,40
Brooklyn,19984439,1080,216,1,22,1.9,3,1,0
Manhattan,19984992,249,50,30,8,0.71,2,47,351
Manhattan,19985544,959,192,3,3,0.26,5,1,5
Brooklyn,19986096,843,169,2,25,2.37,4,2,260
Brooklyn,19986649,1142,228,2,18,1.61,5,2,5
Brooklyn,19987201,214,43,2,23,2.18,2,3,365
Brooklyn,19987753,208,42,2,17,1.53,5,3,342
Brooklyn,19988305,572,114,3,22,1.94,3,2,314
Manhattan,19988858,905,181,30,9,0.81,2,1,57
Brooklyn,19989410,976,195,2,5,0.79,3,1,128
Manhattan,19989962,182,36,1,35,3.37,3,1,35
Bronx,19990515,420,84,1,44,3.91,2,1,103
Manhattan,19991067,142,28,3,4,0.37,4,1,24
Brooklyn,19991619,1065,213,1,2,0.44,3,1,0
Queens,19992172,101,20,7,4,0.36,4,2,0
Manhattan,19993828,467,93,5,9,0.97,3,1,110
Brooklyn,19994933,955,191,2,3,0.29,4,1,0
Brooklyn,19996038,490,98,4,7,0.63,5,3,54
Manhattan,19996590,995,199,1,69,6.22,2,12,232
Manhattan,19997142,1006,201,1,63,5.71,4,12,267
Manhattan,19997695,1102,220,1,82,7.34,4,12,230
Manhattan,19998799,1057,211,1,79,6.99,4,12,241
Brooklyn,19999904,499,100,2,25,2.29,3,7,349
Brooklyn,20000456,685,137,30,2,2,2,3,310
Brooklyn,20002113,1051,210,2,21,1.95,5,7,362
Manhattan,20002665,231,46,2,14,1.24,4,1,0
Queens,20003770,1139,228,30,1,0.14,4,8,314
Queens,20004322,722,144,30,1,0.71,3,8,347
Queens,20004874,460,92,30,1,0.14,3,8,163
Queens,20005427,424,85,30,1,0.54,2,8,321
Queens,20005979,765,153,30,1,0.77,2,8,331
Queens,20007084,1171,234,3,4,0.36,2,1,342
Manhattan,20007636,242,48,1,6,0.53,3,1,0
Manhattan,20008188,348,70,3,21,1.86,3,2,10
Manhattan,20008741,1099,220,1,5,0.46,5,1,0
Manhattan,20009293,360,72,1,18,1.66,5,5,0
Brooklyn,20009845,983,197,5,28,2.96,3,1,225
Manhattan,20010397,591,118,1,28,2.52,3,1,45
Brooklyn,20011502,1109,222,1,7,0.66,3,2,48
Bronx,20012054,753,151,1,1,0.17,3,1,269
Brooklyn,20012607,455,91,1,25,2.17,5,2,351
Manhattan,20013159,920,184,2,38,3.36,4,6,0
Brooklyn,20013711,1195,239,1,7,0.75,2,4,32
Queens,20017025,130,26,1,1,0.09,2,2,59
Queens,20017577,1090,218,5,1,0.09,3,2,0
Manhattan,20018130,616,123,30,3,0.31,2,11,104
Brooklyn,20018682,702,140,3,20,1.94,2,1,0
Manhattan,20019234,796,159,1,8,0.7,2,1,30
Queens,20019787,547,109,1,25,2.43,4,4,317
Brooklyn,20021443,1055,211,3,42,3.82,4,1,100
Brooklyn,20021996,1070,214,1,18,1.65,3,2,308
Manhattan,20022548,383,77,4,1,0.1,2,1,232
Queens,20023100,1018,204,1,33,2.87,2,9,365
Brooklyn,20023653,1005,201,1,86,7.7,5,1,198
Manhattan,20024205,1081,216,5,2,0.18,5,1,0
Brooklyn,20024757,1133,227,7,1,0.16,4,9,365
Queens,20025310,1100,220,1,30,2.66,4,9,353
Manhattan,20025862,919,184,2,25,2.43,3,1,180
Manhattan,20027519,588,118,1,22,2.33,5,2,105
Brooklyn,20028071,924,185,4,2,0.18,5,2,0
Queens,20028623,504,101,30,2,0.45,3,103,216
Brooklyn,20029176,497,99,1,79,7.18,5,1,173
Brooklyn,20029728,1020,204,2,32,2.89,2,1,37
Manhattan,20030280,730,146,2,6,0.53,4,1,0
Manhattan,20030833,354,71,30,1,1,3,1,86
Manhattan,20031385,455,91,1,4,0.56,5,1,5
Queens,20031937,556,111,5,4,0.44,3,2,0
Queens,20032489,430,86,4,3,0.3,2,2,175
Bronx,20033042,854,171,5,8,0.77,4,2,179
Brooklyn,20033594,558,112,5,14,1.24,4,1,305
Queens,20034146,215,43,1,16,1.46,3,1,153
Brooklyn,20034699,278,56,2,40,3.79,5,1,13
Manhattan,20035251,1121,224,2,24,2.48,4,1,242
Brooklyn,20035803,419,84,2,5,0.5,4,3,180
Brooklyn,20036908,542,108,4,3,0.27,3,1,0
Brooklyn,20037460,1126,225,2,32,2.97,2,1,158
Manhattan,20038012,180,36,2,18,1.86,5,1,209
Bronx,20039669,1042,208,4,35,3.13,4,1,169
Brooklyn,20040222,268,54,2,24,3.27,5,1,2
Manhattan,20040774,181,36,2,15,1.49,3,1,29
Manhattan,20041326,749,150,2,23,2.04,3,1,2
Brooklyn,20042431,222,44,4,4,0.38,2,1,0
Brooklyn,20042983,190,38,1,27,2.45,3,1,29
Manhattan,20043535,474,95,3,52,5.2,4,1,119
Brooklyn,20044088,175,35,2,30,2.77,5,1,69
Manhattan,20044640,659,132,5,18,1.65,5,1,248
Brooklyn,20045192,1003,201,7,16,1.42,4,3,287
Brooklyn,20045745,696,139,7,24,2.11,3,3,313
Manhattan,20046297,764,153,2,39,3.42,5,1,29
Brooklyn,20046849,330,66,2,12,1.09,3,1,0
Queens,20047402,264,53,1,37,3.31,5,6,364
Queens,20047954,805,161,4,27,2.45,5,4,87
Brooklyn,20048506,301,60,3,2,0.18,4,3,0
Queens,20050163,344,69,1,38,3.52,3,6,363
Brooklyn,20051268,634,127,20,2,0.25,3,2,0
Brooklyn,20052372,162,32,1,4,0.39,2,2,8
Brooklyn,20052925,80,16,2,3,0.32,3,2,0
Manhattan,20053477,1020,204,1,7,0.64,2,1,0
Staten Island,20054029,558,112,1,1,0.12,4,1,65
Manhattan,20054581,58,12,3,23,2.09,5,1,9
Brooklyn,20055134,1038,208,2,23,2.2,2,2,328
Bronx,20055686,1006,201,2,14,1.26,2,1,210
Brooklyn,20056238,131,26,1,57,5.06,4,3,223
Brooklyn,20056791,767,153,3,22,2.18,3,1,144
Brooklyn,20057343,281,56,1,18,1.62,2,2,9
Manhattan,20060657,924,185,29,3,0.37,5,96,254
Manhattan,20061761,128,26,29,2,0.29,5,96,311
Manhattan,20062866,462,92,29,5,0.74,5,3,49
Queens,20063418,365,73,1,38,3.76,3,1,315
Manhattan,20064523,287,57,1,12,1.09,5,1,6
Queens,20065075,533,107,1,7,0.62,3,2,311
Brooklyn,20065627,522,104,4,1,1,3,1,168
Brooklyn,20066732,1126,225,1,19,1.69,2,11,28
Brooklyn,20067284,1199,240,2,27,2.57,4,2,128
Manhattan,20067837,775,155,2,41,4.17,5,1,67
Brooklyn,20068389,155,31,7,2,0.18,4,1,0
Brooklyn,20068941,1093,219,30,1,0.1,2,1,62
Queens,20069494,755,151,2,2,0.2,2,1,0
Brooklyn,20075017,1079,216,2,12,1.08,5,1,2
Brooklyn,20076121,1005,201,3,12,1.08,4,3,90
Manhattan,20077226,1043,209,1,7,0.61,3,1,0
Queens,20078330,1088,218,3,6,0.55,3,1,162
Brooklyn,20082749,1174,235,30,15,1.36,4,1,179
Brooklyn,20083301,1155,231,2,32,2.85,2,3,0
Manhattan,20083853,653,131,4,10,0.91,3,3,365
Brooklyn,20084406,948,190,3,24,2.22,3,2,96
Queens,20084958,474,95,1,30,2.69,4,9,189
Queens,20085510,59,12,2,4,0.37,2,1,249
Manhattan,20086063,300,60,30,3,0.28,2,2,0
Manhattan,20086615,1127,225,1,25,2.53,5,6,203
Queens,20087719,983,197,7,2,0.22,4,1,93
Manhattan,20088272,887,177,2,10,0.97,2,1,188
Staten Island,20088824,325,65,2,39,3.45,5,1,45
Manhattan,20089376,698,140,1,4,0.36,4,2,0
Manhattan,20090481,251,50,1,1,0.09,3,2,0
Manhattan,20091033,736,147,2,1,0.09,3,1,0
Manhattan,20091586,319,64,3,1,0.09,3,1,353
Brooklyn,20092138,374,75,2,6,0.77,4,2,0
Brooklyn,20092690,927,185,2,30,2.88,4,2,35
Brooklyn,20093242,376,75,2,1,1,3,1,349
Manhattan,20093795,1151,230,1,18,1.59,4,5,0
Manhattan,20094347,593,119,3,10,4.48,4,1,206
Brooklyn,20094899,1143,229,7,8,0.75,4,1,0
Manhattan,20095452,178,36,2,38,3.4,3,6,178
Brooklyn,20096004,439,88,1,12,1.16,5,1,6
Queens,20097661,391,78,3,2,0.32,2,1,3
Manhattan,20098213,1066,213,3,2,0.79,2,6,90
Brooklyn,20098765,83,17,3,12,1.07,4,34,365
Manhattan,20099318,1086,217,4,2,0.2,2,1,41
Brooklyn,20099870,627,125,2,10,0.9,4,34,362
Brooklyn,20100422,813,163,3,46,4.19,4,2,126
Brooklyn,20101527,178,36,1,39,3.45,3,1,45
Brooklyn,20102079,949,190,5,3,0.28,4,1,0
Brooklyn,20103184,515,103,3,47,4.26,5,2,188
Manhattan,20103736,781,156,5,13,1.23,3,1,24
Manhattan,20104288,840,168,10,2,0.24,2,1,81
Brooklyn,20104841,657,131,21,2,0.65,2,1,250
Queens,20105393,250,50,2,11,1.17,5,4,335
Manhattan,20105945,589,118,4,34,3.12,2,1,90
Queens,20106498,749,150,30,2,0.58,4,15,5
Queens,20107050,1027,205,2,7,2.44,5,7,67
Queens,20107602,712,142,1,49,5.88,2,3,38
Brooklyn,20108155,95,19,5,6,0.54,4,7,133
Brooklyn,20108707,65,13,2,5,0.47,5,1,0
Brooklyn,20109259,550,110,6,3,0.27,3,7,187
Manhattan,20109811,1062,212,4,2,0.25,4,2,0
Brooklyn,20110364,697,139,30,3,0.28,3,1,0
Brooklyn,20110916,269,54,10,1,0.1,3,1,0
Queens,20111468,947,189,2,36,3.4,2,1,290
Brooklyn,20112021,193,39,2,1,0.09,3,1,0
Manhattan,20112573,870,174,2,15,1.4,3,2,230
Brooklyn,20114230,1078,216,3,9,0.81,4,1,353
Manhattan,20114782,926,185,1,25,2.25,5,2,0
Brooklyn,20115334,955,191,3,12,1.06,4,34,361
Brooklyn,20115887,837,167,30,2,0.27,5,3,331
Brooklyn,20116439,434,87,1,2,0.22,3,2,5
Manhattan,20116991,335,67,2,14,1.43,3,1,33
Queens,20117544,885,177,1,63,6.1,4,1,61
Brooklyn,20119201,932,186,2,59,5.46,4,2,23
Manhattan,20120305,520,104,30,2,0.25,2,10,343
Brooklyn,20120857,565,113,3,23,2.31,5,1,357
Queens,20121410,1049,210,3,23,2.1,2,1,16
Brooklyn,20121962,857,171,1,31,3.75,4,3,134
Manhattan,20122514,644,129,2,8,0.73,2,1,52
Manhattan,20123067,1071,214,1,2,0.19,2,1,0
Manhattan,20123619,246,49,30,5,0.6,3,1,130
Manhattan,20124171,634,127,3,9,0.87,2,1,0
Manhattan,20124724,723,145,2,19,2,2,1,179
Brooklyn,20125276,1105,221,1,1,0.09,4,1,0
Brooklyn,20125828,856,171,3,6,0.54,2,1,0
Brooklyn,20126380,981,196,5,4,0.47,3,1,160
Manhattan,20126933,762,152,3,21,2.03,2,1,8
Manhattan,20127485,603,121,3,9,0.88,2,1,3
Manhattan,20128037,333,67,2,26,2.34,3,2,55
Manhattan,20128590,833,167,5,2,0.18,2,2,1
Brooklyn,20129142,1034,207,2,2,0.32,2,1,0
Brooklyn,20130247,880,176,4,7,0.63,2,1,5
Queens,20130799,672,134,1,14,1.3,5,1,357
Brooklyn,20131903,1002,200,2,43,4.08,2,2,15
Brooklyn,20132456,1007,201,3,3,0.28,2,2,0
Queens,20133008,1178,236,1,62,6,2,2,77
Queens,20133560,1045,209,2,4,1.82,3,1,178
Manhattan,20134113,1144,229,2,2,0.18,2,1,0
Brooklyn,20134665,950,190,1,13,1.15,4,1,0
Manhattan,20135217,892,178,2,6,0.62,4,1,0
Queens,20135770,910,182,2,3,0.29,4,1,0
Brooklyn,20136322,695,139,30,1,0.14,5,8,0
Manhattan,20136874,304,61,1,8,0.73,4,1,0
Queens,20137426,127,25,1,10,0.92,3,5,90
Queens,20137979,635,127,5,1,0.11,3,1,69
Queens,20138531,73,15,1,16,1.42,2,1,362
Manhattan,20139083,141,28,2,24,2.38,4,2,47
Manhattan,20139636,426,85,3,6,0.56,5,2,0
Manhattan,20140188,70,14,90,8,0.71,2,1,0
Brooklyn,20140740,507,101,2,41,3.7,3,1,62
Brooklyn,20141293,529,106,3,39,4.5,3,1,8
Brooklyn,20141845,1025,205,3,8,0.77,2,2,63
Brooklyn,20142397,113,23,1,8,0.76,4,8,0
Brooklyn,20142949,1161,232,1,63,5.61,5,1,82
Brooklyn,20143502,1033,207,1,15,1.42,4,1,48
Brooklyn,20144606,980,196,4,1,0.13,5,1,82
Brooklyn,20145159,703,141,1,37,3.34,4,1,294
Queens,20145711,1046,209,2,21,1.87,2,3,202
Manhattan,20146263,423,85,3,1,0.09,4,1,0
Manhattan,20146816,1007,201,3,11,1.02,3,1,85
Queens,20147368,813,163,2,71,6.51,2,3,340
Manhattan,20147920,336,67,10,1,0.1,2,1,0
Manhattan,20148472,307,61,5,2,0.18,2,1,0
Manhattan,20149025,822,164,2,1,0.09,5,1,0
Queens,20149577,359,72,3,1,0.09,3,1,0
Brooklyn,20150129,1100,220,1,15,1.33,4,1,8
Brooklyn,20150682,582,116,1,12,1.24,3,3,2
Brooklyn,20151786,1188,238,1,4,0.36,3,1,0
Brooklyn,20152891,1020,204,2,1,0.09,3,1,0
Manhattan,20153443,960,192,3,1,0.13,3,1,0
Brooklyn,20153995,647,129,5,2,0.21,2,1,0
Brooklyn,20154548,729,146,5,13,1.2,3,2,310
Manhattan,20155100,1122,224,2,8,0.71,2,1,0
Queens,20155652,294,59,1,30,2.78,2,1,157
Manhattan,20156757,803,161,2,8,1.53,4,1,0
Brooklyn,20157309,849,170,2,8,0.73,4,1,0
Brooklyn,20157862,148,30,7,5,0.53,5,1,168
Staten Island,20158966,67,13,3,6,0.55,2,3,154
Brooklyn,20160071,1003,201,5,25,2.42,3,1,127
Manhattan,20160623,349,70,3,34,3.37,3,1,80
Queens,20161175,274,55,1,6,0.53,4,1,179
Brooklyn,20161728,601,120,2,2,0.18,2,1,0
Manhattan,20162832,828,166,5,5,0.55,5,1,340
Brooklyn,20163385,1022,204,2,5,0.52,5,1,0
Queens,20163937,934,187,2,53,5.28,4,1,108
Queens,20164489,285,57,1,20,1.81,5,2,188
Brooklyn,20165041,455,91,2,62,5.67,4,1,151
Queens,20165594,987,197,5,2,0.22,4,1,15
Manhattan,20166146,54,11,30,1,0.11,2,1,60
Queens,20167251,318,64,1,28,2.6,5,2,212
Queens,20168355,161,32,1,18,1.74,2,1,0
Manhattan,20168908,851,170,30,1,0.11,2,103,199
Queens,20170012,1018,204,3,2,0.18,2,2,0
Manhattan,20170564,533,107,1,17,1.62,3,1,5
Queens,20171117,506,101,14,1,1,5,2,106
Manhattan,20172774,986,197,1,4,0.36,3,2,0
Brooklyn,20173326,395,79,1,54,5.26,3,2,137
Brooklyn,20173878,1158,232,3,26,2.43,2,1,3
Manhattan,20174431,824,165,3,33,2.97,4,1,96
Brooklyn,20174983,964,193,3,44,4.06,2,1,91
Manhattan,20175535,479,96,2,44,4.05,3,3,70
Brooklyn,20176087,418,84,1,8,0.81,3,8,0
Brooklyn,20176640,1191,238,1,12,1.16,4,8,0
Brooklyn,20177192,822,164,1,9,0.82,4,8,0
Brooklyn,20177744,583,117,1,11,1.09,2,8,0
Manhattan,20178297,844,169,2,5,0.46,4,1,0
Manhattan,20178849,936,187,1,49,4.85,4,3,0
Queens,20179401,1126,225,1,39,3.49,3,9,342
Manhattan,20179954,571,114,2,58,5.21,4,1,124
Manhattan,20180506,65,13,3,10,0.99,2,1,48
Queens,20181058,337,67,1,22,1.99,3,4,347
Brooklyn,20181610,101,20,5,7,0.84,4,1,180
Brooklyn,20182163,438,88,1,1,1,2,1,39
Queens,20182715,900,180,3,38,3.65,5,3,146
Brooklyn,20183267,1031,206,3,34,4.43,2,4,249
Bronx,20183820,670,134,1,32,2.96,5,1,333
Manhattan,20184372,1074,215,4,16,1.68,4,1,0
Queens,20185477,1016,203,2,5,0.46,4,6,340
Brooklyn,20186029,83,17,1,38,3.43,4,3,311
Manhattan,20186581,982,196,1,5,0.45,2,1,0
Brooklyn,20187133,335,67,2,18,1.64,3,1,0
Manhattan,20187686,926,185,1,6,0.55,2,1,0
Manhattan,20188238,863,173,2,24,2.28,3,1,70
Manhattan,20188790,371,74,30,39,3.77,5,1,32
Brooklyn,20189343,178,36,4,4,0.36,5,1,329
Manhattan,20189895,288,58,6,22,2.1,4,2,56
Manhattan,20190447,1015,203,4,9,0.82,4,1,13
Manhattan,20191000,425,85,7,5,0.46,2,47,342
Manhattan,20191552,548,110,7,1,0.65,2,47,360
Bronx,20192656,827,165,1,1,0.21,3,1,61
Queens,20193209,113,23,4,2,0.33,4,2,175
Brooklyn,20193761,1029,206,30,1,0.23,5,6,281
Queens,20194313,256,51,1,32,3.02,2,2,324
Brooklyn,20195418,756,151,3,2,0.32,2,3,16
Manhattan,20195970,939,188,2,7,0.82,3,1,3
Brooklyn,20196523,202,40,7,54,4.98,4,2,311
Manhattan,20197075,868,174,7,1,0.11,4,2,33
Brooklyn,20197627,502,100,1,56,5.27,2,2,49
Brooklyn,20198179,147,29,4,12,1.17,3,1,308
Brooklyn,20198732,137,27,2,18,1.61,5,1,340
Brooklyn,20199284,739,148,2,2,0.19,3,1,0
Manhattan,20200389,217,43,3,7,0.63,2,1,0
Brooklyn,20200941,373,75,4,10,1.02,4,1,0
Brooklyn,20202046,1189,238,2,3,0.27,5,1,54
Brooklyn,20202598,474,95,3,4,0.37,5,1,0
Brooklyn,20203150,849,170,3,29,3.19,5,3,31
Brooklyn,20203702,601,120,3,5,0.56,4,3,0
Manhattan,20204255,467,93,1,5,0.48,5,1,83
Manhattan,20204807,1026,205,30,5,0.47,3,2,0
Brooklyn,20205359,118,24,2,8,0.76,2,1,46
Brooklyn,20205912,378,76,31,1,0.11,2,1,35
Manhattan,20206464,276,55,2,24,2.39,5,1,119
Brooklyn,20207016,350,70,3,33,3.2,5,1,241
Manhattan,20207569,630,126,30,1,0.11,5,91,364
Brooklyn,20208121,821,164,2,18,1.73,3,1,310
Manhattan,20208673,706,141,30,3,0.32,3,91,213
Brooklyn,20209225,430,86,4,9,0.89,4,1,0
Brooklyn,20209778,230,46,27,4,0.44,4,2,154
Queens,20210330,561,112,1,12,1.28,3,1,0
Brooklyn,20210882,619,124,7,1,0.1,5,3,163
Brooklyn,20211435,831,166,4,2,0.19,5,1,0
Manhattan,20211987,329,66,5,1,0.12,4,1,0
Brooklyn,20212539,1136,227,2,13,1.19,2,34,330
Manhattan,20213644,297,59,3,27,2.53,2,2,128
Manhattan,20214196,478,96,15,1,0.1,4,1,5
Brooklyn,20214748,308,62,5,8,0.74,3,1,177
Manhattan,20215301,896,179,3,7,0.74,5,12,0
Staten Island,20215853,441,88,2,1,0.12,4,1,0
Manhattan,20216405,1088,218,3,4,0.41,2,12,0
Manhattan,20217510,1092,218,1,3,0.28,3,1,90
Manhattan,20218062,189,38,2,53,4.86,3,1,150
Manhattan,20218615,206,41,1,8,0.75,5,1,0
Brooklyn,20219167,192,38,1,64,5.87,3,3,149
Brooklyn,20219719,440,88,2,1,0.16,3,1,27
Manhattan,20220271,156,31,2,3,0.31,3,1,0
Brooklyn,20220824,512,102,2,21,1.94,2,1,175
Queens,20221376,61,12,2,59,5.5,2,2,127
Brooklyn,20222481,348,70,1,2,0.21,4,3,125
Brooklyn,20223033,592,118,2,13,1.32,5,1,3
Brooklyn,20223585,767,153,1,4,0.39,5,3,125
Manhattan,20224138,56,11,5,14,1.37,3,6,12
Manhattan,20224690,76,15,4,5,0.48,4,1,0
Brooklyn,20225242,709,142,4,2,0.23,5,1,4
Manhattan,20225794,135,27,7,8,0.79,2,1,290
Brooklyn,20226899,972,194,1,9,0.82,2,34,365
Queens,20227451,962,192,2,6,0.54,4,2,0
Manhattan,20228004,234,47,1,35,3.3,4,3,365
Brooklyn,20228556,360,72,1,11,1.05,2,5,262
Manhattan,20229108,638,128,5,10,0.92,4,1,177
Manhattan,20229661,203,41,105,1,0.14,4,19,332
Manhattan,20230765,718,144,4,3,0.28,3,1,0
Manhattan,20231317,1046,209,1,26,2.36,4,1,365
Queens,20232422,694,139,1,6,0.58,4,3,167
Manhattan,20232974,110,22,3,10,0.97,2,1,0
Queens,20233527,321,64,1,65,6.11,3,1,139
Manhattan,20234079,857,171,1,42,4,3,1,2
Brooklyn,20234631,73,15,2,34,3.29,3,1,9
Brooklyn,20235184,1159,232,5,8,0.79,5,2,179
Manhattan,20237393,1033,207,3,2,0.19,4,1,0
Queens,20237945,151,30,3,16,1.51,3,1,123
Brooklyn,20238497,1077,215,3,55,5.11,2,1,37
Manhattan,20239050,326,65,3,14,1.28,5,1,0
Manhattan,20239602,1005,201,20,1,0.09,4,1,341
Manhattan,20240154,955,191,5,59,5.82,2,1,58
Brooklyn,20240707,967,193,4,12,1.25,4,1,117
